"ID","ElectDistrict","Party","Age","Gender","Independent","Region","EduLvl","RegElected","MP","EuroMP","Q1.IncomeDiff","Q2.GayAdoption","Q3.NuclearPow","Q4.ChildAlw","Q5.SeniorCare","Q6.RetireAge","Q7.ExtWCareer","Q8.BendIndex","Q9.CutPblExpend","Q10.GreekDebt","Q11.TransacTax","Q12.TaxInc","Q13.TaxDeduc","Q14.MortDeduc","Q15.RealEstTax","Q16.Conscript","Q17.NATO","Q18.HumRight","Q19.LandOwn","Q20.DvlAid","Q22.Guns","Q23.VolDomLng","Q24.Suvivirsi","Q25.Immigration","Q26.SaimaaSeal","Q27.MunOutsource","Q28.MunNb","Q29.CptRegMerger","Q30.EqlTransfer","CountAnsw","Q21.Fb.Bolivia","Q21.Fb.Brasilia","Q21.Fb.UK","Q21.Fb.Spain","Q21.Fb.Ghana","Q21.Fb.India","Q21.Fb.Iran","Q21.Fb.Island","Q21.Fb.Israel","Q21.Fb.Italy","Q21.Fb.Canada","Q21.Fb.China","Q21.Fb.Cuba","Q21.Fb.Norway","Q21.Fb.Poland","Q21.Fb.France","Q21.Fb.Sweden","Q21.Fb.Germany","Q21.Fb.Tanzania","Q21.Fb.Danemark","Q21.Fb.Tunisia","Q21.Fb.Turkey","Q21.Fb.Russia","Q21.Fb.Estonia","Q21.Fb.USA","CountQ21.Fb","Q31.GvtPrt.IPU","Q31.GvtPrt.KES","Q31.GvtPrt.KOK","Q31.GvtPrt.KA","Q31.GvtPrt.KD","Q31.GvtPrt.KTP","Q31.GvtPrt.M2011","Q31.GvtPrt.PS","Q31.GvtPrt.PIR","Q31.GvtPrt.RKP","Q31.GvtPrt.SDP","Q31.GvtPrt.SEN","Q31.GvtPrt.SKP","Q31.GvtPrt.STP","Q31.GvtPrt.VP","Q31.GvtPrt.VAS","Q31.GvtPrt.VIHR","CountQ31.GvtPrt","W1.IncomeDiff","W2.GayAdoption","W3.NuclearPow","W4.ChildAlw","W5.SeniorCare","W6.RetireAge","W7.ExtWCareer","W8.BendIndex","W9.CutPblExpend","W10.GreekDebt","W11.TransacTax","W12.TaxInc","W13.TaxDeduc","W14.MortDeduc","W15.RealEstTax","W16.Conscript","W17.NATO","W18.HumRight","W19.LandOwn","W20.DvlAid","W21.FBCountry","W22.Guns","W23.VolDomLng","W24.Suvivirsi","W25.Immigration","W26.SaimaaSeal","W27.MunOutsource","W28.MunNb","W29.CptRegMerger","W30.EqlTransfer","W31.GvtPrt","CountNegW","CountPosW","Cluster"
"Harjanne Tapio","Satakunta","SDP",59,"M",0,"Satakunta",4,0,0,0,"ReducMuch","0","0","Adjust","Yes","Keep","NotAny","Fifty","CutAgri","FinInterest","YesIfOther","Capital","TFHomeSeller","Keep","1","Keep","NotSoon","YesHumRight","ResRussian","GrowMod","BanHomeStrg","0","YesIfOpt","Fine","Keep","NoInc","230","VoluntCoop","Keep",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0",3,"0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0",3,"0","1","0","0","0","1","1","0","0","0","0","1","0","1","0","0","0","0","-1","-1","-1","-1","-1","0","-1","-1","0","0","0","0","-1",8,5,4
"Harju-Autti Kari","Lapland","KOK",65,"M",0,"Lapland",4,0,0,0,"ReducSlight","0","1","Keep","Yes","RaiseByOne","All","IncSligh","CutBusiness","FinInterest","Never","VAT","UnionFees","Extend","1","Keep","YesSoon","YesWithEU","NoRestrict","Reduce","Keep","0","YesTrad","TooLoose","Keep","OpenAll","0","Must","MoreEq",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1",3,"0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0",3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,0,3
"Harju Ari-Pekka","Vaasa","IPU",46,"M",0,"S-Ostrobothnia",3,0,0,0,"ReducMuch","0","0","NoImpact","Yes","Keep","NotAny","PricePrior","RedDvlAid","EuroWasMstk","YesIfOther","CapIncome","EmpBenDed","Keep","0","Keep","Never","YesHumRight","NoRestrict","Reduce","Keep","1","YesIfOpt","Fine","Keep","NoInc","170","Keep","MoreEq",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0",3,"0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0",3,"1","-1","-1","1","0","0","0","0","0","1","-1","0","-1","0","-1","1","1","0","0","0","0","0","1","0","0","0","0","0","-1","0","0",6,6,4
"Harju Markku","Lapland","SDP",62,"M",0,"Lapland",6,1,0,0,"ReducMuch","1","1","NoImpact","Yes","Keep","NotAny","IncomePrior","RedMilitary","DebtRestruct","YesAlways","CapIncome","NoneOfThese","Keep","0","Volunteer","Never","YesWithEU","NoRestrict","Keep","Keep","0","YesIfOpt","Fine","Keep","NoInc","0","Must","Keep",29,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0",3,"0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0",3,"1","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1",0,6,2
"Harjula Oili","Lapland","M2011",59,"F",0,"Lapland",2,0,0,0,"ReducMuch","1","0","Adjust","Yes","Reduce","NotAny","Fifty","RedMilitary","QuitEuro","YesIfOther","CapIncome","NoneOfThese","Keep","0","Volunteer","Never","YesHumRight","ResRussian","Keep","BanHandG","1","0","TooLoose","LocNetBan","Reduce","230","VoluntCoop","MoreEq",29,"0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0",3,"0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0",3,"1","1","1","1","1","1","1","0","1","1","1","1","0","0","1","0","1","1","0","1","0","1","0","0","1","1","1","1","0","1","0",0,21,1
"Harjumaaskola Jarkko","Kymi","SDP",42,"M",0,"Kymenlaakso",3,1,0,0,"ReducSlight","1","1","NoImpact","Yes","Keep","NotAny","IncSligh","Other","DebtRestruct","YesAlways","Capital","TFHomeSeller","RemGrad","0","Keep","NotSoon","YesWithEU","ResRussian","NoIncrease","Keep","1","YesTrad","Fine","Keep","NoInc","230","VoluntCoop","Keep",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0",3,"0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0",3,"0","-1","1","0","0","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0",1,7,2
"Harjunharja Hansi","Finland Proper","VAS",27,"M",0,"W-Finland",3,0,0,0,"ReducMuch","1","0","NoImpact","Yes","Keep","NotAny","Fifty","Other","QuitEuro","YesAlways","CapIncome","TFHousingB","Keep","1","Keep","Never","YesHumRight","ResRussian","GrowMod","BanHomeStrg","1","YesIfOpt","Fine","Keep","Reduce","290","Keep","Keep",29,"0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0",3,"1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0",3,"0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,1,3
"Harkala Jari","N-Savonia","SDP",49,"M",0,"N-Savonia",0,0,0,0,"ReducMuch","1","1","Adjust","Yes","Keep","NotAny","PricePrior","RedDvlAid","DebtRestruct","YesIfOther","Capital","NoneOfThese","Keep","0","Keep","NotSoon","YesWithEU","ResAllForeign","Reduce","Keep","1","YesTrad","TooLoose","Keep","NoneOfThese","230","VoluntCoop","Keep",29,"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1",3,"0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0",3,"1","-1","0","-1","1","1","1","0","0","1","1","1","1","1","0","1","0","-1","1","0","1","0","0","0","1","-1","1","1","0","1","1",4,17,1
"Harkimo Leena","Uusimaa","KOK",48,"F",0,"Uusimaa",0,0,1,0,"GrowMod","1","1","Keep","NoRecommend","RaiseByOne","IncAge","IncSligh","RedMilitary","FinInterest","YesIfOther","CapIncome","UnionFees","Keep","1","Select","YesSoon","YesHumRight","ResRussian","Keep","BanHomeStrg","0","YesTrad","Fine","LocNetBan","IncAndLearn","230","VoluntCoop","LessEq",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1",3,"0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0",3,"0","-1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1,1,3
"Harkin Anne","N-Karelia","KESK",46,"F",0,"N-Karelia",5,1,0,0,"ReducMuch","1","0","Adjust","Yes","Keep","NotAny","IncomePrior","RemAllowance","SuppWasMstk","YesIfOther","CapIncome","EmpBenDed","Keep","0","Keep","Never","YesWithEU","ResAllForeign","GrowMod","BanHomeStrg","1","YesTrad","TooLoose","LocNetBan","NoInc","290","VoluntCoop","Keep",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0",3,"0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0",3,"1","1","1","1","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0",0,11,2
"Harkonen Heikki","S-Savonia","VIHR",33,"M",0,"S-Savonia",5,0,0,0,"ReducMuch","1","0","NoImpact","Yes","RaiseByOne","NotAny","IncomePrior","RedMilitary","DebtRestruct","YesAlways","CapIncome","TFHomeSeller","RemGrad","0","Select","NotSoon","YesWithEU","NoRestrict","Keep","BanHomeStrg","1","YesIfOpt","Fine","WNetBandAndBuild","Reduce","170","Must","Keep",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0",3,"0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1",3,"1","-1","1","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","-1","0","-1","0","0","0","0","0","0","0","0","0","0",3,5,2
"Harle Christiana","N-Karelia","VIHR",48,"F",1,"N-Karelia",5,0,0,0,"ReducSlight","1","0","Remove","Yes","Keep","NotAny","PricePrior","RedMilitary","DebtRestruct","YesIfOther","CapIncome","UnionFees","Keep","0","Quit","Never","YesHumRight","NoRestrict","Keep","BanHandG","1","YesTrad","Fine","WNetBandAndBuild","NoneOfThese","340","Keep","Keep",29,"0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0",3,"0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1",3,"0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0",0,4,3
"Haro Kari","Lapland","PS",56,"M",0,"Lapland",3,0,0,0,"ReducMuch","0","1","NoImpact","Yes","Keep","NotAny","Fifty","CutBusiness","SuppWasMstk","YesIfOther","CapIncome","HouseHDed","Keep","0","Keep","NotSoon","YesHumRight","ResAllForeign","NoIncrease","Keep","1","YesTrad","TooLoose","Keep","IncAndLearn","170","VoluntCoop","Keep",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0",3,"0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0",3,"1","0","1","1","0","0","0","0","0","0","1","1","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0",0,8,2
"Haronoja Mauno","Helsinki","SEN",69,"M",0,"Uusimaa",4,0,0,0,"ReducMuch","0","1","NoImpact","Yes","RaiseByOne","NotAny","Fifty","CutBusiness","DebtRestruct","YesAlways","CapIncome","TFHomeSeller","RemGrad","1","Keep","NotSoon","YesHumRight","ResRussian","NoIncrease","BanHomeStrg","1","YesIfAlt","Fine","Keep","NoInc","230","VoluntCoop","LessEq",29,"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0",3,"0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0",3,"1","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,4,2
"Hartiala Kaija","Finland Proper","KOK",56,"F",0,"W-Finland",7,0,0,0,"Approp","1","0","NoImpact","Yes","Keep","NotAny","IncSligh","CutAgri","FinInterest","YesIfOther","VAT","NoneOfThese","Keep","0","Keep","YesSoon","YesHumRight","ResRussian","Keep","Keep","0","YesIfOpt","Fine","LocNetBan","IncButChoose","170","VoluntCoop","Keep",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1",3,"0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0",3,"0","1","1","1","1","1","1","0","-1","1","0","1","1","1","0","0","1","1","0","1","-1","-1","0","1","-1","0","1","1","1","1","0",4,18,1
"Hartikainen Antti","Uusimaa","VAS",20,"M",1,"Uusimaa",3,0,0,0,"ReducMuch","1","0","NoImpact","Yes","Keep","NotAny","Keep","RedMilitary","FinInterest","YesAlways","CapIncome","NoneOfThese","Keep","0","Select","Never","YesHumRight","NoRestrict","Keep","BanHomeStrg","0","0","TooStrict","LocNetBan","Reduce","290","VoluntCoop","Keep",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0",3,"0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1",3,"1","0","1","0","0","1","0","0","0","1","1","1","0","0","-1","0","0","0","-1","1","0","-1","-1","0","0","0","0","0","0","-1","0",5,7,2
"Hartikainen Jutta","Kymi","KOK",36,"F",0,"Kymenlaakso",6,0,0,0,"ReducSlight","1","1","NoImpact","Yes","Keep","NotAny","IncSligh","Other","FinInterest","YesIfOther","CapIncome","NoneOfThese","Keep","1","Volunteer","YesNotSoon","YesHumRight","ResAllForeign","GrowMod","Keep","0","YesTrad","Fine","WNetBandAndBuild","IncAndLearn","230","VoluntCoop","Keep",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1",3,"0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0",3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,0,3
"Hartikainen Pentti","N-Karelia","SDP",48,"M",0,"N-Karelia",2,0,0,0,"ReducMuch","0","1","NoImpact","Yes","Keep","NotAny","IncSligh","CutBusiness","FinInterest","YesAlways","CapIncome","TFHomeSeller","RemGrad","1","Select","NotSoon","YesHumRight","ResRussian","GrowMod","Keep","1","YesIfAlt","Fine","LocNetBan","NoInc","230","VoluntCoop","Keep",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1",3,"0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0",3,"1","0","0","0","1","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,6,2
"Hartikka Yrjo","Tavastia","KD",55,"M",0,"Paijat-Hame",4,0,0,0,"ReducSlight","0","1","NoImpact","Yes","Keep","NotAny","Fifty","RemAllowance","SuppWasMstk","YesIfOther","VAT","UnionFees","Keep","0","Keep","YesNotSoon","YesWithEU","ResRussian","GrowMod","Keep","1","YesTrad","Fine","Keep","IncAndLearn","230","Keep","Keep",29,"0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1",3,"0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0",3,"0","1","0","1","1","1","0","0","0","0","-1","0","-1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","-1","-1","0","0",4,6,4
"Hartonen-Pulkka Tanja","S-Savonia","SDP",40,"F",0,"S-Savonia",4,1,0,0,"ReducMuch","0","0","Remove","Yes","Keep","NotAny","Fifty","RemAllowance","SuppWasMstk","YesAlways","CapIncome","NoneOfThese","Keep","0","Keep","NotSoon","YesHumRight","ResRussian","NoIncrease","BanHomeStrg","1","YesIfOpt","TooLoose","LocNetBan","NoInc","290","VoluntCoop","Keep",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0",3,"0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0",3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,0,3
"Hartzell Saara","Lapland","VAS",58,"F",0,"Lapland",4,0,0,0,"ReducMuch","1","0","NoImpact","Yes","Keep","NotAny","Fifty","NoCut","DebtRestruct","YesIfOther","Capital","NoneOfThese","RemGrad","0","Keep","Never","YesWithEU","ResRussian","GrowMod","Keep","1","0","Fine","Keep","NoInc","230","VoluntCoop","MoreEq",29,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0",3,"0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0",3,"1","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,5,2
"Hassan Ahmed","Helsinki","RKP",26,"M",0,"Uusimaa",5,0,0,0,"ReducMuch","1","0","NoImpact","NoRecommend","Keep","NotAny","IncSligh","RedMilitary","Support","YesIfOther","NoneOfThese","TFHomeSeller","Keep","1","Keep","Never","YesHumRight","ResRussian","Keep","BanHomeStrg","0","YesIfAlt","Fine","TooMuch","OpenAll","0","Must","MoreEq",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1",3,"0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0",3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,0,3
"Haukipuro Kyosti","Uusimaa","KESK",56,"M",0,"Uusimaa",6,1,0,0,"ReducMuch","0","0","NoImpact","NoRecommend","Keep","RemAllowance","IncSligh","RedMilitary","FinInterest","YesIfOther","CapIncome","TFHomeSeller","Keep","0","Keep","NotSoon","YesHumRight","ResRussian","Keep","BanHomeStrg","0","YesIfAlt","Fine","LocNetBan","NoInc","230","VoluntCoop","Keep",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0",3,"0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0",3,"1","1","0","1","1","1","0","0","1","1","0","0","0","0","0","0","0","1","0","0","-1","0","-1","1","0","0","1","0","0","0","0",2,10,2
"Haukka Juha","Tavastia","SKP",50,"M",0,"Paijat-Hame",3,0,0,0,"ReducMuch","1","0","Keep","Yes","Keep","NotAny","Fifty","RedMilitary","DebtRestruct","YesIfOther","CapIncome","NoneOfThese","Keep","0","Keep","Never","NoDom","NoRestrict","Keep","Keep","0","YesIfAlt","TooStrict","Keep","Reduce","400","Keep","MoreEq",29,"0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0",3,"0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0",3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,0,3
"Haukka Raija","N-Savonia","VAS",55,"F",0,"N-Savonia",4,1,0,0,"ReducMuch","1","0","NoImpact","Yes","Keep","NotAny","Fifty","Other","SuppWasMstk","YesAlways","CapIncome","NoneOfThese","RemGrad","1","Keep","Never","YesWithEU","NoRestrict","Keep","BanHandG","0","YesIfOpt","Fine","LocNetBan","Reduce","230","NewCouncil","Keep",29,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0",3,"0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0",3,"1","-1","1","1","1","0","1","0","1","1","1","1","1","1","0","0","1","1","-1","0","0","0","0","-1","0","0","1","1","1","0","1",3,17,1
"Hautakangas Ville","Helsinki","PIR",33,"M",0,"Uusimaa",3,0,0,0,"ReducMuch","1","0","NoImpact","Yes","Keep","NotAny","Fifty","RedMilitary","SuppWasMstk","YesAlways","CapIncome","TFHomeSeller","Remove","0","Volunteer","Never","YesHumRight","ResRussian","GrowMod","Loosen","1","YesIfOpt","Fine","LocNetBan","Reduce","290","VoluntCoop","Keep",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0",3,"0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1",3,"1","0","-1","1","1","1","0","0","0","0","0","1","0","1","0","0","1","-1","0","0","-1","0","1","0","0","0","0","-1","0","-1","-1",6,8,2
"Hautala Irma","Uusimaa","SKP",67,"F",0,"Uusimaa",4,0,0,0,"ReducMuch","1","0","NoImpact","Yes","Keep","NotAny","Fifty","RedMilitary","SuppWasMstk","YesAlways","CapIncome","NoneOfThese","Keep","1","Keep","Never","YesHumRight","ResAllForeign","Keep","Keep","0","0","Fine","Keep","Reduce","290","VoluntCoop","LessEq",29,"0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0",3,"0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0",3,"1","0","1","1","1","1","1","1","1","1","1","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","1","0","1",0,16,1
"Hautala Lasse","Vaasa","KESK",48,"M",0,"S-Ostrobothnia",4,1,1,0,"ReducMuch","0","0","NoImpact","Yes","Keep","NotAny","Fifty","NoCut","EuroWasMstk","YesAlways","CapIncome","TFHomeSeller","Keep","0","Keep","Never","YesWithEU","ResRussian","GrowMod","Keep","0","YesTrad","TooLoose","Keep","IncAndLearn","290","VoluntCoop","Keep",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0",3,"0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0",3,"1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,3,3
"Hautala Paivi-Maria","Satakunta","KESK",55,"F",0,"Satakunta",7,0,0,0,"ReducMuch","0","0","NoImpact","Yes","Keep","NotAny","IncSligh","RedMilitary","EuroWasMstk","YesIfOther","CapIncome","NoneOfThese","Keep","0","Volunteer","Never","YesHumRight","ResRussian","GrowMod","BanHomeStrg","1","YesTrad","Fine","LocNetBan","Reduce","340","VoluntCoop","MoreEq",29,"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0",3,"0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1",3,"1","-1","1","1","1","1","0","0","1","0","1","1","0","0","1","0","1","1","1","0","0","1","0","1","0","0","1","0","0","0","0",1,15,1
"Hautamaki Antti","Finland Proper","PS",41,"M",0,"W-Finland",3,0,0,0,"ReducMuch","0","0","Remove","Yes","Keep","NotAny","PricePrior","RedDvlAid","EuroWasMstk","YesIfOther","CapIncome","TFHomeSeller","Keep","0","Keep","Never","YesHumRight","ResAllForeign","Reduce","Keep","1","YesIfAlt","TooLoose","LocNetBan","NoInc","230","VoluntCoop","Keep",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0",3,"0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0",3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,0,3
"Havansi Erkki","Uusimaa","PS",69,"M",0,"Uusimaa",7,0,0,0,"ReducMuch","0","1","NoImpact","Yes","Keep","NotAny","Fifty","RedDvlAid","SuppWasMstk","YesAlways","CapIncome","UnionFees","RemGrad","0","Keep","YesIfSwe","YesHumRight","ResRussian","Reduce","BanHomeStrg","1","YesIfOpt","TooLoose","Keep","NoInc","230","Keep","Keep",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0",3,"0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0",3,"1","0","-1","1","1","1","1","1","0","1","0","1","0","0","0","0","0","0","0","0","-1","0","1","1","1","-1","0","0","0","0","1",3,12,1
"Havasto Tapio","Helsinki","SDP",58,"M",0,"Uusimaa",2,0,0,0,"ReducMuch","1","1","NoImpact","Yes","Keep","NotAny","Fifty","RedMilitary","FinInterest","YesAlways","CapIncome","TFHomeSeller","RemGrad","1","Volunteer","NotSoon","YesWithEU","NoRestrict","GrowMod","BanHomeStrg","1","YesTrad","Fine","Keep","NoInc","0","VoluntCoop","RemEq",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0",3,"0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1",3,"0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,1,3
"Haverinen Pertti","Finland Proper","SKP",66,"M",0,"W-Finland",1,1,0,0,"ReducMuch","1","0","NoImpact","Yes","Reduce","NotAny","IncomePrior","RedMilitary","SuppWasMstk","YesAlways","CapIncome","HouseHDed","Keep","0","Volunteer","Never","YesHumRight","NoRestrict","Keep","BanHandG","1","0","TooStrict","LocNetBan","Reduce","340","NewCouncil","Keep",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0",3,"0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0",3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,0,3
"Haverinen Soili","Uusimaa","KD",34,"F",0,"Uusimaa",6,0,0,0,"ReducSlight","0","0","NoImpact","Yes","RaiseByOne","IncAge","Keep","Other","SuppWasMstk","YesAlways","CapIncome","UnionFees","Keep","0","Keep","NotSoon","YesHumRight","ResRussian","Keep","BanHandG","1","YesIfOpt","Fine","LocNetBan","NoInc","170","VoluntCoop","LessEq",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0",3,"0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0",3,"0","1","1","1","0","0","0","0","0","0","1","1","0","0","-1","1","0","0","0","1","0","0","0","1","0","-1","0","0","0","0","0",2,8,2
"Haverinen Timo","N-Savonia","SDP",46,"M",0,"N-Savonia",2,0,0,0,"ReducMuch","1","1","NoImpact","Yes","Keep","NotAny","Fifty","CutBusiness","DebtRestruct","YesAlways","CapIncome","HouseHDed","Keep","0","Keep","Never","YesHumRight","ResRussian","NoIncrease","Keep","1","YesTrad","Fine","Keep","NoInc","290","VoluntCoop","MoreEq",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0",3,"0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0",3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,0,3
